0|0|0.008
0|0|0.048
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.03
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.03
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.03
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.03
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.027
0|0|0.03
8.75|8.75|0.027
8.75|8.75|0.028
8.1267|8.75|0.028
8.75|8.1267|0.028
8.1267|8.1267|0.028
8.1267|7.5033|0.028
8.1267|7.5033|0.028
7.5033|6.88|0.028
7.5033|6.2567|0.028
6.88|6.88|0.028
6.2567|5.6333|0.028
6.2567|5.6333|0.028
5.6333|5.01|0.028
4.8089|4.8089|0.031
4.3867|4.3867|0.028
4.3867|4.3867|0.028
3.7633|3.14|0.028
3.14|3.14|0.028
2.5167|2.5167|0.028
2.5167|1.8933|0.028
1.8933|1.8933|0.028
1.8933|1.8933|0.028
1.27|0.6467|0.028
0.6467|0.6467|0.028
0.6467|0.0233|0.028
0.0233|0.0233|0.028
0.3049|-0.8212|0.031
-0.6|-1.2233|0.028
-0.6|-1.8466|0.028
-0.6|-1.2233|0.028
-1.2233|-1.2233|0.028
-0.6|-0.6|0.028
0.0233|-0.6|0.028
0.0233|0.0233|0.028
0.0233|0.0233|0.028
-0.6|0.0233|0.028
0.0233|-0.6|0.028
-0.6|-0.6|0.028
0.0233|-0.6|0.028
-0.8212|-0.8212|0.031
-0.6|-0.6|0.028
-0.6|-0.6|0.028
0.0233|0.0233|0.028
-0.6|0.0233|0.028
0.6467|0.0233|0.028
0.0233|0.0233|0.028
0.0233|-0.6|0.028
-0.6|-0.6|0.028
0.0233|0.0233|0.028
-0.6|-1.2233|0.028
-0.6|-0.6|0.028
-0.6|-0.6|0.028
0.3049|-0.2582|0.031
-0.6|0.0233|0.028
0.0233|0.0233|0.028
0.6467|0.0233|0.028
0.0233|0.0233|0.028
0.0233|-0.6|0.028
-0.6|-0.6|0.028
-0.6|-0.6|0.028
-0.6|-1.2233|0.028
-0.6|-0.6|0.028
-0.6|0.0233|0.028
0.0233|-0.6|0.028
0.0233|0.0233|0.028
0.3049|-0.2582|0.031
0.0233|-0.6|0.028
-0.6|-0.6|0.028
-0.6|-0.6|0.028
0.0233|0.0233|0.028
-0.6|0.0233|0.028
0.0233|0.0233|0.028
-0.6|-0.6|0.028
0.0233|-0.6|0.028
0.0233|-0.6|0.028
-0.6|-0.6|0.028
0.0233|0.0233|0.028
-0.6|-0.6|0.028
-0.6|-0.6|0.028
-0.2582|0.3049|0.031
0.0233|0.0233|0.028
0.0233|0.0233|0.028
0.0233|-0.6|0.028
-0.6|-0.6|0.028
0.0233|0.0233|0.028
-0.6|-1.2233|0.028
-0.6|-0.6|0.028
0.0233|-0.6|0.028
-0.6|-0.6|0.028
-0.6|0.0233|0.028
0.0233|-0.6|0.028
-0.6|0.0233|0.028
0.3049|-0.2582|0.031
0.0233|-0.6|0.028
0.0233|-0.6|0.028
-0.6|0.0233|0.028
0.0233|-0.6|0.028
-0.6|-0.6|0.028
-0.6|-0.6|0.028
-0.6|-0.6|0.028
0.0233|-0.6|0.028
0.0233|0.0233|0.028
0.0233|0.0233|0.028
-0.6|0.0233|0.028
0.0233|0.0233|0.028
-0.2582|-0.8212|0.031
-0.6|-0.6|0.028
-0.6|-0.6|0.028
0.0233|-0.6|0.028
0.0233|0.0233|0.028
0.0233|-0.6|0.028
-0.6|-0.6|0.028
-0.6|0.0233|0.028
0.0233|-0.6|0.028
-0.6|-0.6|0.028
-0.6|-0.6|0.028
0.0233|0.0233|0.028
0.0233|-0.6|0.028
-0.6|0.0233|0.028
0.3049|-0.2582|0.031
-0.6|0.0233|0.028
0.0233|-0.6|0.028
0.0233|-0.6|0.028
-0.6|-0.6|0.028
0.0233|-0.6|0.028
-0.6|-0.6|0.028
-0.6|-0.6|0.028
-0.6|-0.6|0.028
0.0233|0.6467|0.028
0.0233|0.0233|0.028
0.0233|0.0233|0.028
0.0233|0.6467|0.028
-0.8212|-0.8212|0.031
0.0233|0.0233|0.028
-0.6|-0.6|0.028
-1.2233|-0.6|0.028
-0.6|-0.6|0.028
-0.6|-0.6|0.028
0.0233|0.0233|0.028
-0.6|-0.6|0.028
0.0233|0.6467|0.028
0.0233|0.0233|0.028
0.0233|0.0233|0.028
0.0233|0.0233|0.028
-0.6|0.0233|0.028
-0.8212|-0.8212|0.031
-0.6|-0.6|0.028
0.0233|-0.6|0.028
-0.6|-1.2233|0.028
-0.6|0.0233|0.028
0.0233|-0.6|0.028
0.0233|-0.6|0.028
0.0233|-0.6|0.028
-0.6|0.0233|0.028
0.0233|-0.6|0.028
-0.6|-0.6|0.028
-0.6|-0.6|0.028
-0.6|-0.6|0.028
0.0233|0.0233|0.028
-0.2582|0.3049|0.031
0.0233|-0.6|0.028
0.0233|0.0233|0.028
-0.6|-0.6|0.028
0.0233|-0.6|0.028
-0.6|-1.2233|0.028
-0.6|0.0233|0.028
0.0233|-0.6|0.028
0.0233|-0.6|0.028
-0.6|-0.6|0.028
0.0233|0.0233|0.028
